x,y
 -0.077139,0.274362
 -0.254615,0.482719
 -0.624421,-0.626569
 0.961694,-0.169057
 -0.538296,-0.199668
 -0.153898,0.408273
 -0.681935,-0.354285
 -0.356781,-0.565107
 0.354575,-0.756587
 0.502316,-0.170770
 -0.365942,-0.213735
 0.681532,-0.782540
 -0.427890,0.844518
 -0.947973,0.612798
 0.707340,-0.264489
 0.096619,0.634543
 0.597801,-0.642950
 0.729582,0.314782
 0.991717,-0.560593
 -0.698295,-0.893435
 -0.177705,-0.344296
 0.258154,0.404870
 -0.118406,0.440078
 0.441833,-0.138024
 0.572270,0.492119
 -0.380857,0.142271
 0.114537,0.432887
 -0.653038,-0.506735
 -0.524772,0.694569
 -0.133907,-0.857103
 0.917349,0.856734
 -0.792561,0.774220
 0.643166,-0.495702
 0.338613,0.565981
 0.312875,-0.587451
 0.887478,0.373100
 -0.273575,-0.461452
 0.648346,0.220302
 0.224516,0.998007
 -0.543910,0.125567
 -0.219212,-0.920921
 -0.655808,-0.378761
 0.541074,-0.450711
 -0.590546,-0.807094
 0.203773,-0.270803
 -0.806440,0.522728
 0.651248,0.600768
 -0.495867,-0.382345
 -0.141705,-0.483191
 0.903399,-0.666026
 0.891044,-0.825556
 -0.284273,0.635761
 0.200425,-0.663690
 0.360402,0.824907
 -0.330418,-0.684582
 0.848584,-0.009425
 -0.130648,0.225696
 -0.893029,0.497253
 -0.347207,-0.943468
 -0.686599,0.371168
 0.404373,0.520418
 -0.017381,0.614941
 0.950405,-0.323855
 -0.720597,0.445659
 -0.617095,0.230739
 -0.379821,-0.500785
 0.237027,-0.940546
 0.205351,0.408340
 -0.442317,-0.429795
 0.974570,0.604907
 -0.214335,0.739128
 -0.671337,0.442571
 0.827065,-0.611856
 0.936964,0.826326
 -0.484450,0.314260
 0.911522,-0.786704
 -0.053849,-0.576932
 0.313530,0.899058
 -0.554561,-0.803175
 -0.992132,0.758098
 -0.415415,-0.214392
 0.372043,-0.752912
 0.303258,-0.472704
 -0.105082,-0.069476
 -0.669592,-0.895467
 0.183751,-0.905812
 0.536862,-0.217785
 0.177884,-0.120178
 -0.168969,0.573480
 -0.920531,-0.087410
 0.353569,0.770605
 -0.132206,-0.809765
 -0.371483,0.492040
 0.824806,0.466670
 0.175285,0.432350
 0.267697,0.440983
 0.038407,0.080398
 0.745307,0.768792
 -0.760925,0.956859
 0.028262,0.118441
 0.349893,-0.668323
 -0.518967,-0.801592
 -0.277717,-0.035196
 0.940149,0.098200
 -0.384044,-0.691670
 -0.565223,-0.940617
 0.347606,-0.744803
 -0.178099,-0.287270
 0.826588,-0.200891
 0.878295,0.933074
 -0.649017,0.535251
 -0.571726,0.289744
 0.942702,-0.778119
 0.893064,-0.798164
 0.963944,-0.003520
 0.421690,0.917196
 -0.538826,0.155575
 0.027450,-0.724661
 -0.022418,-0.960952
 0.675202,0.440014
 0.377571,-0.905879
 -0.425348,0.095694
 0.695797,0.864007
 -0.692375,0.916614
 0.532380,0.614565
 -0.144065,-0.386686
 0.670232,0.302398
 0.674616,0.689663
 -0.793985,0.318855
 0.917932,0.363876
 0.103745,0.085780
 -0.961223,-0.874230
 -0.183730,0.680814
 0.033800,-0.834259
 0.589105,-0.715604
 -0.323006,0.742227
 0.935262,0.143495
 -0.490185,0.804983
 0.765055,-0.231220
 0.002020,-0.851501
 -0.127327,0.389641
 0.076801,-0.561678
 -0.386067,0.344038
 0.502324,-0.996272
 0.521939,0.643006
 0.753303,0.066294
 0.554562,0.386566
 -0.393187,-0.474113
 -0.518448,0.043950
 -0.506797,0.091172
 -0.441662,0.794503
 -0.173378,-0.808658
 0.111220,0.157368
 0.362872,-0.115610
 -0.932903,-0.702125
 -0.266956,-0.325217
 -0.249766,0.824456
 0.683349,-0.476849
 -0.318522,0.995905
 -0.292581,0.058585
 0.704808,0.383320
 0.406893,0.651530
 0.987054,-0.453025
 -0.649498,-0.253432
 0.123678,0.970545
 0.253816,0.558614
 0.026012,0.994004
 0.473556,-0.730196
 0.707571,-0.893087
 0.858139,-0.982369
 -0.137125,0.237836
 0.803977,-0.525438
 0.905540,0.802503
 0.892966,0.562334
 0.752443,0.307166
 -0.524659,0.326804
 0.321362,-0.375327
 -0.026105,0.428065
 0.242491,-0.484491
 -0.422685,-0.641119
 0.396812,0.374153
 -0.333678,0.110002
 -0.599351,0.779115
 -0.424981,-0.378021
 0.325646,-0.528921
 0.317783,-0.159834
 0.829069,-0.377784
 -0.449648,-0.761552
 -0.126925,-0.946734
 -0.939625,0.209591
 -0.111415,-0.847072
 -0.475929,-0.005125
 -0.349392,0.095424
 0.714579,-0.199642
 -0.628151,0.242209
 0.302105,0.439207
 0.103977,0.845459
 -0.429455,-0.152942
 -0.745231,0.869891
 -0.465248,0.775588
 -0.659912,0.344659
 0.410203,0.364560
 0.383396,0.245806
 0.244358,0.557967
 -0.952827,0.399850
 -0.400736,-0.132419
 0.958603,0.567474
 -0.541805,0.069737
 0.520875,0.577022
 0.893329,-0.797349
 0.432127,-0.167593
 -0.537850,-0.991619
 0.135655,0.253716
 0.509673,0.062343
 -0.471754,-0.870565
 0.023780,0.631934
 0.095147,0.369858
 -0.152168,0.204310
 -0.357440,-0.080923
 -0.936184,0.976226
 -0.266324,-0.782716
 0.402540,-0.565668
 -0.367122,0.757097
 0.776754,-0.436426
 -0.690694,0.275801
 0.993184,0.014429
 0.817813,-0.086087
 0.583643,-0.933750
 -0.002504,-0.697148
 -0.016696,0.225757
 -0.696207,-0.127756
 0.901991,0.977527
 0.024945,0.827595
 -0.324258,0.768244
 0.478271,-0.883867
 0.577492,-0.337295
 0.480977,-0.817527
 0.854775,0.173586
 -0.418708,0.911149
 0.455697,0.932156
 0.662101,0.407113
 0.945865,-0.336568
 0.531833,0.218972
 0.893160,-0.605317
 -0.960175,-0.939714
 -0.136564,-0.340028
 0.821881,0.906209
 0.140140,-0.607139
 -0.348291,0.428826
 -0.015460,0.770649
 -0.314686,0.152693
 0.128572,0.998357
 -0.552973,0.058632
 -0.153473,0.689002
 -0.823270,0.261532
 0.786656,0.972136
 0.264748,0.658844
 0.420302,-0.726852
 0.030429,-0.502762
 -0.989211,0.641452
 0.984496,-0.219199
 0.508893,0.337200
 0.902067,0.483011
 -0.011011,0.856958
 0.480261,0.588187
 -0.152986,0.367830
 0.576178,-0.579822
 0.110252,0.577009
 -0.093060,-0.369297
 0.236327,-0.671834
 -0.058120,-0.747115
 0.491667,0.089806
 0.084318,0.120728
 0.381401,-0.247781
 -0.799763,-0.596838
 -0.894746,-0.258303
 -0.463934,0.534326
 -0.436172,-0.551326
 0.579428,-0.621130
 -0.199498,0.856021
 0.263552,0.177563
 -0.904211,-0.210476
 0.371911,-0.764887
 0.603880,-0.529056
 -0.952324,0.223294
 0.637381,-0.103789
 -0.011003,0.905499
 0.554366,0.233479
 0.634048,0.030476
 -0.421307,-0.371191
 -0.746843,0.607109
 0.219857,0.333036
 0.820427,-0.990320
 -0.181945,-0.532502
 -0.717556,0.235595
 0.820852,0.861368
 -0.851714,0.261058
 -0.180947,0.643805
 -0.380726,-0.661255
 -0.945578,-0.739665
 -0.957790,-0.537366
 -0.553893,-0.091237
 0.426130,-0.183986
 0.100289,-0.569751
 0.310896,-0.379753
 0.946240,-0.093346
 0.921825,-0.925633
 -0.037687,-0.168051
 0.436030,-0.928355
 0.753093,-0.840368
 -0.836708,0.486465
 -0.543801,0.389982
 -0.311252,0.674410
 -0.877789,-0.334862
 -0.678358,0.307386
 -0.525715,0.468525
 0.258310,-0.792321
 -0.956503,-0.797703
 0.410420,-0.850316
 0.960632,0.559409
 0.783140,-0.147413
 -0.689445,0.846464
 0.375492,0.399943
 0.915440,0.425210
 0.239844,-0.344907
 0.251878,0.011284
 -0.458424,-0.227585
 -0.466986,0.725810
 0.936000,-0.792405
 0.201252,0.414234
 0.450488,0.274894
 0.370215,0.157491
 -0.406508,0.913188
 0.187020,0.484160
 -0.447801,-0.308185
 0.764652,0.255220
 0.513493,-0.845558
 0.153935,0.032049
 -0.762330,-0.858052
 0.099551,0.324770
 0.427477,0.479814
 -0.844660,0.574041
 -0.078336,0.199075
 -0.806043,-0.769997
 0.024292,-0.347622
 -0.964580,0.139091
 -0.275870,0.192985
 0.039457,-0.334900
 0.692203,0.453326
 -0.915760,0.424118
 0.719295,0.176844
 -0.333235,0.597353
 -0.912554,-0.857684
 0.112573,-0.123459
 -0.179530,-0.930243
 0.169189,0.846032
 0.520426,-0.926389
 0.826813,0.099762
 0.419752,0.986684
 -0.006503,-0.113701
 0.698679,-0.615872
 0.605835,-0.042889
 0.636072,-0.316710
 0.885928,0.833131
 -0.337903,-0.450065
 -0.310853,0.833515
 -0.170616,0.348053
 0.873413,-0.042466
 0.440806,0.033919
 0.031252,0.940185
 0.653232,-0.314835
 -0.459540,-0.169783
 0.483760,0.445775
 0.209986,0.764916
 -0.219142,-0.275199
 -0.588779,-0.239140
 -0.466331,-0.042137
 0.664936,0.018734
 0.848905,0.661011
 0.810342,0.058292
 0.501148,-0.716095
 0.780657,0.330578
 -0.064808,0.417895
 0.220588,-0.442311
 -0.331605,-0.954941
 -0.772959,0.814669
 0.988586,0.762007
 -0.734316,0.833933
 -0.584615,-0.561377
 0.569834,0.219266
 0.962439,-0.936084
 0.407541,0.486728
 0.485277,-0.373768
 -0.470367,-0.898547
 0.887226,-0.869831
 0.957237,-0.947683
 0.479166,0.553494
 -0.371385,0.092777
 0.471794,0.601678
 -0.511832,0.839936
 -0.567185,-0.158865
 -0.680024,-0.872081
 0.686056,-0.417626
 -0.759361,0.836871
 0.971899,0.977135
 -0.174166,-0.467810
 0.001313,-0.764620
 0.779956,0.602152
 -0.871123,-0.399778
 0.000187,0.185229
 -0.830172,0.864915
 -0.113929,-0.519768
 -0.982531,0.995634
 -0.623500,-0.581893
 -0.809464,-0.892498
 0.429369,-0.405488
 0.381473,0.790601
 0.726652,0.607625
 -0.455032,0.250578
 -0.173994,-0.038327
 -0.968633,0.174820
 -0.081094,0.798785
 0.158167,0.215912
 -0.068762,0.197342
 -0.889187,0.409439
 -0.941239,-0.725463
 0.123794,0.811924
 -0.092076,-0.049114
 0.107494,-0.745740
 0.919696,0.625133
 -0.426801,-0.437490
 0.889036,0.303322
 0.567901,-0.894866
 -0.156756,-0.754678
 -0.291193,0.092915
 0.250801,0.226810
 -0.851589,-0.636306
 0.842585,0.984131
 -0.301113,-0.257604
 0.785935,0.873350
 0.207768,-0.970345
 -0.526650,0.679005
 0.597394,-0.172444
 -0.982055,0.544370
 -0.903406,0.198312
 0.051040,0.551888
 -0.914736,-0.336103
 -0.551945,0.029065
 0.355790,0.415349
 0.751797,0.076949
 0.625547,-0.401167
 0.741476,0.473577
 0.456231,0.550102
 -0.954322,-0.552492
 -0.323841,-0.251183
 0.414465,0.081468
 -0.008950,-0.694349
 0.958696,-0.630715
 0.766486,-0.331574
 0.853497,-0.606719
 0.561996,-0.910984
 -0.745098,0.878265
 -0.227282,-0.452773
 0.656675,0.532647
 0.223333,0.250194
 0.532896,-0.517707
 0.558791,0.760453
 -0.874461,-0.563140
 -0.277751,0.616726
 -0.174717,0.212165
 -0.523570,0.269715
 0.683531,0.191543
 -0.943966,-0.829729
 -0.078556,-0.716604
 -0.268950,-0.042307
 0.143076,0.213430
 0.975176,-0.592096
 0.842779,0.599082
 -0.406231,-0.807323
 -0.088915,0.158792
 -0.887596,-0.488238
 -0.745953,0.948986
 0.264533,0.151218
 -0.750601,0.663542
 0.362926,-0.204392
 -0.352570,0.322946
 -0.375487,-0.831861
 0.563932,0.122027
 -0.590919,0.262334
 0.901156,-0.934870
 0.431070,-0.961327
 0.886511,-0.804773
 0.284278,0.075265
 -0.357788,0.111367
 0.241700,-0.276787
 0.362209,-0.830009
 -0.399584,0.734723
 -0.407220,-0.281873
 0.176171,0.062261
 -0.488466,-0.426950
 0.820164,0.568187
 0.200986,0.160032
 -0.806335,-0.416443
 -0.519254,0.445058
 -0.609563,-0.201831
 0.909645,0.674519
 0.925203,0.040997
 -0.417714,0.567588
 -0.091196,-0.531242
 0.691337,0.818508
 0.381862,-0.206137
 0.340363,-0.554964
 -0.307049,0.012573
 0.494039,-0.296794
 -0.637346,0.581553
 0.096988,0.468132
 -0.691913,-0.595059
 -0.765571,0.352534
 -0.326790,-0.863619
 -0.836043,0.419015
 -0.506398,-0.431065
 -0.097277,-0.480022
 -0.175778,0.118312
 0.645436,0.534006
 0.892132,0.859094
 0.212538,-0.361404
 -0.745016,0.986561
 -0.298054,0.111638
 0.383026,0.955754
 0.752958,-0.843988
 0.179036,-0.882795
 -0.281693,-0.782347
 -0.931353,-0.083205
 -0.407139,-0.264846
 0.081327,-0.432861
 0.667734,-0.750191
 -0.973555,-0.903689
 0.064676,0.185558
 -0.175529,-0.423237
 -0.033595,0.804454
 0.634714,0.047168
 -0.628400,-0.350362
 -0.500919,-0.150760
 0.657217,-0.798071
 -0.106004,-0.887920
 0.820917,-0.079112
 0.345517,-0.611344
 -0.037824,0.040601
 -0.780126,0.897836
 -0.271136,-0.855629
 -0.124994,-0.583033
 -0.826326,0.022589
 0.034195,-0.757271
 0.893127,-0.299278
 0.368030,0.862336
 -0.752526,0.874018
 -0.998335,0.808553
 -0.722208,0.520130
 0.550099,0.254210
 0.964844,-0.476861
 -0.635896,-0.361648
 -0.879129,-0.166988
 0.847265,-0.844015
 0.595748,0.328694
 -0.623473,0.056690
 0.529644,0.627825
 0.785755,0.577801
 0.328781,-0.239289
 0.030718,0.331297
 0.463637,0.751221
 -0.890975,-0.749006
 0.976603,-0.542061
 0.334405,-0.880912
 0.128143,0.282205
 0.363173,0.522362
 0.062946,0.951244
 0.470522,-0.296792
 0.179485,-0.220267
 -0.551662,0.627688
 -0.415092,0.451221
 -0.756560,0.937581
 0.123105,0.980649
 0.044478,-0.343705
 -0.745438,-0.496666
 0.042048,-0.585620
 0.817172,-0.093666
 -0.181485,0.459217
 0.144733,-0.490221
 -0.712843,0.460142
 -0.206428,-0.510762
 -0.214584,0.096317
 -0.131018,0.551974
 0.501498,-0.525235
 0.288529,0.691322
 0.711810,-0.793343
 -0.667666,-0.789695
 0.868586,0.024067
 0.078285,0.552455
 0.478213,0.643349
 -0.853469,0.389814
 -0.268762,0.958047
 0.743782,0.946851
 0.571582,-0.725642
 0.269507,0.740589
 0.199417,0.408454
 -0.620231,0.351056
 -0.698394,-0.865857
 0.161517,0.795052
 0.656853,-0.366528
 -0.984944,0.730327
 -0.505237,0.267092
 0.860055,0.746058
 -0.093605,-0.554025
 0.774112,-0.694663
 -0.298372,0.268857
 0.814427,0.178136
 -0.050809,0.202063
 -0.798681,-0.059644
 0.430737,0.928523
 0.733070,0.054556
 0.634675,-0.257229
 -0.371577,-0.788060
 0.042181,-0.740245
 -0.214513,-0.121070
 0.111633,-0.634167
 0.882121,0.483766
 -0.839557,0.336178
 -0.228072,-0.883959
 0.831552,0.021996
 0.879872,0.047452
 0.447635,-0.143734
 -0.873663,-0.758523
 0.004918,-0.182907
 0.118642,-0.174275
 0.158063,-0.433527
 0.006671,-0.227690
 0.641474,-0.542405
 0.955566,-0.475982
 -0.636626,-0.242829
 -0.164014,0.456348
 -0.046413,-0.326121
 0.617739,0.832462
 -0.507623,0.722074
 -0.397208,0.798829
 -0.550818,0.701050
 -0.585056,-0.521469
 0.239669,0.981146
 0.477638,-0.161781
 -0.632096,0.406784
 0.771913,-0.849534
 -0.498766,0.602015
 -0.896259,0.759113
 -0.437868,-0.331560
 0.325244,-0.844284
 0.823886,0.020655
 0.261882,0.114667
 0.746012,0.703135
 -0.646546,0.721551
 -0.914349,-0.070264
 0.416609,0.806784
 0.221541,-0.516347
 -0.108195,-0.718209
 0.399505,0.161124
 -0.736731,-0.827989
 -0.754654,-0.209111
 0.184334,-0.571323
 -0.728246,-0.847017
 -0.562816,0.294960
 -0.097772,0.082608
 0.985224,-0.778684
 -0.224575,0.711418
 -0.256989,0.724296
 -0.771275,0.646096
 0.452062,0.355452
 -0.079398,0.077296
 0.768037,-0.674151
 0.076293,-0.935512
 0.798356,0.354323
 0.851030,-0.843158
 0.752404,0.376262
 0.158255,-0.642684
 0.393895,0.934001
 -0.633336,-0.106356
 0.586257,-0.839311
 0.449429,0.959227
 -0.139425,-0.019860
 0.096213,-0.952157
 0.860267,-0.527594
 -0.766683,-0.536849
 -0.602727,-0.581190
 -0.289962,-0.092309
 0.873730,0.421766
 -0.827713,0.311121
 0.436892,0.539154
 -0.769709,-0.183537
 0.549445,0.062427
 0.327917,-0.240468
 -0.188527,-0.404164
 0.915820,0.959236
 -0.552332,-0.281339
 0.627062,-0.090646
 0.738119,-0.942609
 0.420798,-0.957730
 -0.669491,0.872142
 -0.295244,0.357146
 0.372782,0.600514
 -0.649986,-0.306182
 0.163329,0.083314
 0.441006,0.787034
 -0.291752,-0.213637
 -0.077192,0.763020
 0.203905,-0.371506
 -0.977281,0.717973
 0.404369,0.683623
 0.650890,-0.824850
 -0.063699,0.789468
 -0.454757,0.256015
 -0.124382,-0.099816
 -0.613207,-0.590763
 0.798825,0.926452
 -0.397802,0.161494
 0.595450,-0.376629
 0.087809,0.637546
 -0.227831,0.092393
 0.458546,0.178416
 -0.369590,-0.722505
 -0.470252,0.630354
 0.952585,-0.496873
 0.400183,0.975330
 -0.843288,-0.914545
 0.105897,0.525599
 -0.612714,-0.905367
 -0.918462,0.361407
 -0.394724,-0.432133
 0.234019,0.479133
 0.943806,0.766876
 0.217303,-0.859288
 0.350676,0.961966
 0.929457,0.252655
 0.036139,0.886781
 -0.579051,0.144344
 -0.924912,0.992003
 -0.159829,0.433703
 0.209622,-0.730606
 0.122813,-0.396986
 -0.706427,-0.520939
 0.408603,0.181915
 0.042233,-0.312262
 0.516668,0.641029
 -0.032380,0.196674
 -0.496671,-0.578042
 0.007930,0.049741
 -0.637038,0.568332
 -0.411656,0.216905
 -0.431605,-0.011196
 0.199470,0.922641
 -0.293607,0.446456
 -0.205765,0.643815
 0.237853,-0.565140
 -0.719180,0.111125
 0.609656,0.867058
 0.168736,0.719549
 0.500898,0.319260
 0.366404,-0.062698
 0.441831,0.803244
 -0.545645,0.767460
 -0.011996,-0.873650
 -0.147933,0.200370
 -0.324515,0.940724
 -0.307772,0.243228
 -0.938720,0.923631
 -0.177699,0.321973
 -0.785211,0.083871
 0.063616,0.155265
 -0.574648,0.091793
 0.643179,0.648856
 -0.322875,0.450206
 -0.424620,-0.232659
 0.573894,-0.988710
 0.170982,0.111093
 -0.918722,0.319860
 -0.235248,0.592421
 0.231915,0.005017
 -0.647763,-0.474430
 -0.869428,0.750951
 -0.451374,0.403205
 0.749931,0.766112
 0.691271,0.762955
 0.099573,0.476992
 -0.846211,0.606861
 -0.511632,-0.894791
 0.517614,0.815837
 0.052408,0.192822
 -0.620188,-0.621466
 -0.090572,-0.967650
 -0.108273,-0.655523
 -0.629579,0.480470
 0.777596,-0.830496
 -0.118592,0.855930
 0.644797,0.600810
 0.719547,-0.503721
 -0.366111,0.953267
 0.388555,0.524420
 0.473652,-0.279332
 0.101091,0.670169
 0.517546,0.825912
 -0.865581,0.268355
 -0.411316,-0.392044
 -0.652846,-0.159949
 -0.633613,-0.341570
 -0.094085,-0.486590
 0.991312,0.149483
 0.501594,-0.041882
 0.966470,-0.882103
 0.202693,-0.661078
 0.039302,0.877276
 -0.167691,0.950966
 -0.229712,0.485446
 -0.895805,-0.577737
 -0.642795,0.536258
 -0.303799,0.107157
 -0.877325,-0.915001
 -0.679858,0.583960
 -0.608605,0.583095
 -0.731366,-0.836964
 0.985709,0.934326
 -0.577319,0.052942
 0.033184,-0.571933
 0.731574,0.375739
 -0.732748,0.274735
 -0.696243,0.225629
 -0.552781,0.543642
 -0.520911,-0.461913
 -0.215119,0.326400
 0.297247,0.356087
 0.474853,-0.255509
 0.084492,-0.180292
 0.197858,-0.161763
 0.362296,0.582046
 0.216647,-0.563555
 0.116346,-0.386097
 -0.262035,0.363343
 0.871796,0.211520
 0.315005,-0.586016
 -0.290936,-0.830232
 -0.688207,-0.731624
 0.613436,-0.557877
 0.183115,0.736973
 -0.969394,0.991607
 0.706014,-0.407898
 -0.547964,-0.179090
 -0.030279,0.789770
 0.049624,0.111652
 -0.680963,-0.119284
 0.691106,0.099265
 0.751100,-0.602404
 -0.553733,-0.503756
 0.447190,-0.911839
 0.685598,0.663555
 0.833740,-0.354253
 -0.902883,-0.603231
 0.618435,-0.436078
 -0.322468,0.627035
 -0.595841,0.977316
 0.973500,0.481848
 -0.315595,-0.294732
 -0.850757,-0.551572
 0.511846,0.518509
 -0.734648,-0.047290
 -0.192594,0.644113
 0.819026,-0.195398
 0.276377,0.273125
 -0.680118,0.687294
 -0.393173,-0.748844
 0.976412,-0.959385
 0.103875,0.109197
 0.393863,0.352861
 0.909113,-0.196802
 -0.634481,0.889809
 0.851323,0.122710
 -0.155196,-0.212913
 -0.739216,-0.946445
 0.446961,0.977015
 -0.656263,-0.333918
 -0.462082,-0.581153
 0.708258,-0.383349
 -0.899671,0.932141
 0.931105,-0.741892
 0.782274,0.610839
 -0.619610,-0.061193
 -0.052387,0.044683
 -0.285499,0.458679
 -0.169080,0.235041
 0.190902,-0.824423
 0.807821,0.561106
 0.826840,-0.617570
 -0.058510,-0.156919
 0.914610,-0.139785
 -0.673838,0.425615
 -0.089286,0.986741
 0.070582,-0.985610
 0.764285,0.158102
 0.005778,-0.400361
 0.318454,-0.854970
 -0.413064,0.318712
 -0.827167,0.714240
 -0.364635,0.304990
